#,Site,User,Time,Problem,Language,Filename,Status,Judge (Site),Answer,AnswerBin
21,1,Guilherme Albuquerque,-240,E,Java,guilherme_java.java,judged,claudio (1),NO - Filename Mismatch,0
22,1,Guilherme Albuquerque,-238,E,C++11,pablo.cpp,judged,claudio (1),YES,1
23,1,Guilherme Albuquerque,-238,E,C++11,walter_only_small_n.cpp,judged,claudio (1),NO - Time limit exceeded,0
24,1,Guilherme Albuquerque,-237,F,C++11,bruno.cpp,judged,vinicius (1),YES,1
25,1,Guilherme Albuquerque,-237,F,Java,F.java,judged,renato (1),YES,1
26,1,Guilherme Albuquerque,-236,F,C++11,pablo.cpp,judged,renato (1),YES,1
27,1,Guilherme Albuquerque,-236,F,C++11,fidel_n2.cpp,judged,vinicius (1),NO - Time limit exceeded,0
28,1,Guilherme Albuquerque,-233,E,Java,E.java,judged,vinicius (1),YES,1
29,1,Guilherme Albuquerque,-231,G,C++11,fidel.cpp,judged,vinicius (1),NO - Runtime error,0
30,1,Guilherme Albuquerque,-231,G,C++11,pablo.cpp,judged,claudio (1),YES,1
31,1,Guilherme Albuquerque,-230,G,Java,G.java,judged,claudio (1),YES,1
32,1,Guilherme Albuquerque,-230,G,C++11,guilherme.cpp,judged,claudio (1),YES,1
33,1,Guilherme Albuquerque,-230,G,C++11,fidel_slow.cpp,judged,claudio (1),NO - Time limit exceeded,0
34,1,Guilherme Albuquerque,-229,H,C++11,guilherme-slow-compression.cpp,judged,claudio (1),NO - Time limit exceeded,0
35,1,Guilherme Albuquerque,-227,H,Java,H.java,judged,claudio (1),YES,1
36,1,Guilherme Albuquerque,-227,H,C++11,bruno.cpp,judged,claudio (1),YES,1
37,1,Guilherme Albuquerque,-227,H,C,guilherme.c,judged,claudio (1),YES,1
38,1,Guilherme Albuquerque,-226,I,C++11,fidel.cpp,judged,claudio (1),YES,1
39,1,Guilherme Albuquerque,-226,I,Java,I.java,judged,claudio (1),YES,1
40,1,Guilherme Albuquerque,-226,I,C++11,pablo.cpp,judged,claudio (1),YES,1
41,1,Guilherme Albuquerque,-225,J,C,guilherme.c,judged,claudio (1),YES,1
42,1,Guilherme Albuquerque,-225,J,C++11,pablo.cpp,judged,claudio (1),YES,1
43,1,Guilherme Albuquerque,-225,J,Java,J.java,judged,claudio (1),YES,1
44,1,Guilherme Albuquerque,-224,J,C++11,fidel_formula.cpp,judged,claudio (1),YES,1
45,1,Guilherme Albuquerque,-224,J,C++11,jorge_slow.cpp,judged,claudio (1),NO - Time limit exceeded,0
46,1,Guilherme Albuquerque,-224,K,C++11,fidel.cpp,judged,vinicius (1),YES,1
47,1,Guilherme Albuquerque,-224,K,Java,K.java,judged,vinicius (1),NO - Compilation error,0
48,1,Guilherme Albuquerque,-223,K,C++11,fidel_n2.cpp,judged,vinicius (1),NO - Time limit exceeded,0
49,1,Guilherme Albuquerque,-219,K,Java,K.java,judged,vinicius (1),YES,1
50,1,Guilherme Albuquerque,-218,K,C++11,bruno.cpp,judged,vinicius (1),YES,1
51,1,Guilherme Albuquerque,-218,K,C++11,fidel_n2.cpp,judged,vinicius (1),NO - Time limit exceeded,0
52,1,[UEA] UEA_Coders,3,I,C++,i.cpp,judged,claudio (1),YES,1
53,1,Cafe com leite 1,3,I,C++11,I.cpp,judged,claudio (1),YES,1
54,1,[UNIOESTE - Cascavel] Ops! Solucao Trivial,4,I,C++,I.cpp,judged,claudio (1),YES,1
55,1,[UFSCar] AteAmanha,4,I,C++,I.cpp,judged,claudio (1),YES,1
56,1,[USP] Sua Mae,4,I,C++11,I.cpp,judged,claudio (1),YES,1
57,1,[UFBA] ROBERIO E SEUS TECLADOS,4,I,C++,I.cpp,judged,claudio (1),YES,1
58,1,[UFRN] Absurdo Classico: Missao Final,4,I,C++,I.cpp,judged,claudio (1),YES,1
59,1,"[UFCG] Pera, ja ta valendo?",4,I,C++,I.cpp,judged,claudio (1),YES,1
60,1,[UFFS] AKM,4,I,C++,I.cpp,judged,claudio (1),YES,1
61,1,[UFSCar - Sorocaba] Dinossauro do Chrome,4,I,C++,I.cpp,judged,claudio (1),YES,1
62,1,[USP - Sao Carlos] Bob,4,I,C++11,i.cpp,judged,renato (1),YES,1
63,1,[UFS] Bateu ai?,4,I,C++,I.cpp,judged,claudio (1),YES,1
64,1,[UFPI] Rat Doto,4,I,C++,I.cpp,judged,renato (1),YES,1
65,1,[UNOESC - Chapeco] A_Se_Fosse_Delphi,4,I,C++,I.cpp,judged,claudio (1),YES,1
66,1,[UFCG] Abella e as feras,4,I,C++11,I.cpp,judged,renato (1),YES,1
67,1,[USJT] Death Code,4,I,Java,I.java,judged,renato (1),YES,1
68,1,[UNICAMP] Gotta Catch 'em All!,5,I,C++,i.cpp,judged,claudio (1),YES,1
69,1,[CAFE3] Cafe com Leite 3,5,I,C++11,i.cc,judged,renato (1),YES,1
70,1,[UFMG] UFMG Starters Edition,5,I,C++,i.cpp,judged,claudio (1),YES,1
71,1,[URI - Erechim] URI Luminatti,5,I,C++,I.cpp,judged,claudio (1),YES,1
72,1,[UFRGS] UFRGS AMT,5,I,C++11,I.cpp,judged,renato (1),YES,1
73,1,[UFC] Java de C# e R,5,I,C++,I.cpp,judged,renato (1),YES,1
74,1,[UFV] empedernidos,5,I,C++,i.cpp,judged,bruno (1),YES,1
75,1,[UFU] Saideira,5,I,C++,I.cpp,judged,bruno (1),YES,1
76,1,[UECE] Tha Ali Jom,5,I,C++,I.cpp,judged,renato (1),YES,1
77,1,[UNIVASF] BruteForceOrientedProgramming,5,I,C++,i.cpp,judged,claudio (1),YES,1
78,1,[FATECSJC] PAITOM,5,I,C++,i.cpp,judged,bruno (1),YES,1
79,1,[UFES] Taiti,5,I,C++,I.cpp,judged,renato (1),YES,1
80,1,[CAFE2] Cafe com Leite 2,5,I,C++,I.cpp,judged,bruno (1),YES,1
81,1,[UnB] Turkeys,6,I,C++,I.cpp,judged,bruno (1),YES,1
82,1,[UFPA] Cvaicomnois,6,I,C++,i.cpp,judged,bruno (1),YES,1
83,1,[UFG] 11 baloes e 3 segredos,6,I,C++11,i.cpp,judged,bruno (1),YES,1
84,1,[UNIFEI - Itajuba] Epic Sax Guys,6,I,C++,I.cpp,judged,renato (1),YES,1
85,1,[UNICAMP] BibleThump,6,I,C++,I.cpp,judged,claudio (1),YES,1
86,1,[ITA] Pgrnsue,6,I,C++,i.cpp,judged,bruno (1),YES,1
87,1,[UFMS - Ponta Pora] PizzaHunters,7,I,C++,I.cpp,judged,renato (1),YES,1
88,1,[UNOESTE] BatUnoeste,7,I,C++11,solve.cpp,judged,renato (1),YES,1
89,1,[ITA] batata,7,I,C++,i.cpp,judged,claudio (1),YES,1
90,1,[UNITAU] Maldito Vo Pepe,7,I,C++,i.cpp,judged,vinicius (1),YES,1
91,1,[IFNMG] IFNMG House of Codes,7,I,C++,I.cpp,judged,renato (1),YES,1
92,1,[UFRJ] /\\\\ nerds - \\\\/ noobs,7,I,C++11,I.cpp,judged,renato (1),YES,1
93,1,[UFPE] Ballions,7,I,C++,I.cpp,judged,claudio (1),YES,1
94,1,[UFPEL] Suco de Laranja,7,I,C++,I.cpp,judged,claudio (1),YES,1
95,1,[USP] Canario Cardeal,7,I,C++,I.cpp,judged,vinicius (1),YES,1
96,1,[IME] Sudo Reboot,7,I,C++11,I.cpp,judged,claudio (1),YES,1
97,1,[UNIVASF] BruteForceOrientedProgramming,7,I,C++,I.cpp,judged,claudio (1),YES,1
98,1,[IFTM - Uberaba] D_bug,7,I,C++,problemI.cxx,judged,vinicius (1),YES,1
99,1,[IFTM - Paracatu] Zeppelin,8,I,C++,I.cpp,judged,renato (1),YES,1
100,1,[UDESC] Not Balde Samurai,8,I,C,i.c,judged,guilherme (1),YES,1
101,1,[FEI] Ramadores,8,I,C++,I.cpp,judged,bruno (1),YES,1
102,1,[IFSULDEMINAS] C + ou -,8,I,C,i.c,judged,vinicius (1),YES,1
103,1,[UFAL] Moriartys,9,I,C++11,I.cpp,judged,guilherme (1),YES,1
104,1,[Faculdade Porto] GARROSH,9,I,Java,I.java,judged,guilherme (1),YES,1
105,1,[UFPE] Turing-indecisos,9,I,C++,i.cpp,judged,renato (1),YES,1
106,1,[INATEL] stormtroop3rs,9,I,C++,I.cpp,judged,renato (1),YES,1
107,1,[UFMT - Cuiaba] Guarana Ralado,10,I,C,I.c,judged,guilherme (1),YES,1
108,1,[UFAM] UFAM-ICOMP-PowerPink,10,I,C,i.c,judged,guilherme (1),YES,1
109,1,[IBTA] MATHEMA,11,I,Java,I.java,judged,guilherme (1),YES,1
110,1,[IFPB - Joao Pessoa] CID-10,11,I,C++,I.cpp,judged,guilherme (1),YES,1
111,1,[CAFE3] Cafe com Leite 4,11,I,C++,I.cpp,judged,renato (1),YES,1
112,1,[UEFS] go horse,12,I,C++,I.cpp,judged,bruno (1),YES,1
113,1,[UNIBALSAS] We are Exceptions,13,I,Java,I.java,judged,renato (1),YES,1
114,1,[UFT] MyCoffeeSoft,13,I,C++11,I.cpp,judged,renato (1),YES,1
115,1,[FAJ] #gcc2015,13,I,C++,I.cpp,judged,guilherme (1),YES,1
116,1,[UFPB] Cyberia,13,I,C++,I.cpp,judged,renato (1),YES,1
117,1,[UTFPR] BugBusters,16,I,C++11,I.cpp,judged,renato (1),YES,1
118,1,[USP] Canario Cardeal,19,D,C++11,D.cpp,judged,renato (1),YES,1
119,1,[UERN] double damage,21,I,C++,I.cpp,judged,bruno (1),YES,1
120,1,[UFBA] ROBERIO E SEUS TECLADOS,22,D,C++11,D.cpp,judged,renato (1),YES,1
121,1,[CAFE3] Cafe com Leite 5,23,I,C++,i.cpp,judged,claudio (1),YES,1
122,1,[ITA] Pgrnsue,23,H,C++,h.cpp,judged,guilherme (1),NO - Wrong answer,0
123,1,[UFPE] Turing-indecisos,25,A,C++,a.cpp,judged,renato (1),NO - Wrong answer,0
124,1,Cafe com leite 1,25,A,C++,a.cpp,judged,renato (1),YES,1
125,1,[UNICAMP] BibleThump,25,D,C++,D.cpp,judged,guilherme (1),YES,1
126,1,[UNITAU] Maldito Vo Pepe,27,D,C++,d.cpp,judged,renato (1),YES,1
127,1,[UNICAMP] Gotta Catch 'em All!,28,D,C++,d.cpp,judged,claudio (1),YES,1
128,1,[UFRGS] UFRGS AMT,28,D,C++11,D.cpp,judged,claudio (1),YES,1
129,1,[UFRJ] /\\\\ nerds - \\\\/ noobs,28,D,C++11,D.cpp,judged,claudio (1),YES,1
130,1,Cafe com leite 1,30,D,C++11,D.cpp,judged,vinicius (1),YES,1
131,1,"[UFCG] Pera, ja ta valendo?",30,D,C++,D.cpp,judged,renato (1),NO - Wrong answer,0
132,1,"[UFCG] Pera, ja ta valendo?",31,D,C++,D.cpp,judged,claudio (1),YES,1
133,1,[URI - Erechim] URI Luminatti,31,D,C++,d.cpp,judged,guilherme (1),YES,1
134,1,[UFMG] UFMG Starters Edition,31,H,C++,h.cpp,judged,guilherme (1),NO - Wrong answer,0
135,1,[UFPI] Rat Doto,31,D,C++,D.cpp,judged,claudio (1),YES,1
136,1,[UFRN] Absurdo Classico: Missao Final,31,D,C++,D.cpp,judged,guilherme (1),YES,1
137,1,[UTFPR] BugBusters,31,D,C++11,D.cpp,judged,guilherme (1),YES,1
138,1,[UDESC] Not Balde Samurai,31,D,C++,d.cpp,judged,renato (1),YES,1
139,1,[UNIOESTE - Cascavel] Ops! Solucao Trivial,32,D,C++,D.cpp,judged,renato (1),NO - Wrong answer,0
140,1,[CAFE3] Cafe com Leite 3,32,A,C++11,a.cc,judged,renato (1),YES,1
141,1,[IME] Sudo Reboot,34,D,C++11,D.cpp,judged,guilherme (1),YES,1
142,1,[UECE] Tha Ali Jom,34,D,C++,D.cpp,judged,claudio (1),NO - Wrong answer,0
143,1,[UFFS] AKM,35,D,C++,D.cpp,judged,vinicius (1),YES,1
144,1,[USP] Sua Mae,35,D,C++11,D.cpp,judged,guilherme (1),YES,1
145,1,[UFV] empedernidos,36,D,C++,d.cpp,judged,guilherme (1),YES,1
146,1,[USP - Sao Carlos] Bob,37,D,C++11,d.cpp,judged,guilherme (1),YES,1
147,1,[UFSCar - Sorocaba] Dinossauro do Chrome,37,D,C++,D.cpp,judged,guilherme (1),NO - Wrong answer,0
148,1,[UFPE] Ballions,38,D,C++,D.cpp,judged,claudio (1),YES,1
149,1,[UNIFEI - Itajuba] Epic Sax Guys,39,D,C++,D.cpp,judged,renato (1),YES,1
150,1,[UNIOESTE - Cascavel] Ops! Solucao Trivial,40,D,C++,D.cpp,judged,guilherme (1),YES,1
151,1,[UFS] Bateu ai?,41,D,C++,D.cpp,judged,renato (1),YES,1
152,1,[USJT] Death Code,41,D,Java,D.java,judged,guilherme (1),YES,1
153,1,[ITA] Pgrnsue,42,D,C++,d.cpp,judged,claudio (1),YES,1
154,1,[FEI] Ramadores,42,D,C++,D2.cpp,judged,claudio (1),NO - Runtime error,0
155,1,[UFSCar] AteAmanha,42,D,C++,D.cpp,judged,renato (1),NO - Wrong answer,0
156,1,[UECE] Tha Ali Jom,43,D,C++,D.cpp,judged,claudio (1),YES,1
157,1,[UFMS - Ponta Pora] PizzaHunters,43,H,C++,H.cpp,judged,guilherme (1),NO - Wrong answer,0
158,1,[UFPE] Turing-indecisos,43,E,C++,e.cpp,judged,renato (1),YES,1
159,1,[USP] Sua Mae,43,A,C++11,A.cpp,judged,claudio (1),YES,1
160,1,[UNIFEI - Itajuba] Epic Sax Guys,44,A,C++,A.cpp,judged,renato (1),YES,1
161,1,[UFSCar - Sorocaba] Dinossauro do Chrome,44,D,C++,D.cpp,judged,renato (1),NO - Wrong answer,0
162,1,[CAFE3] Cafe com Leite 4,44,D,C++,D.cpp,judged,guilherme (1),YES,1
163,1,[UnB] Turkeys,45,D,C++,I.cpp,judged,vinicius (1),YES,1
164,1,[CAFE3] Cafe com Leite 5,45,D,C++11,d.cpp,judged,vinicius (1),YES,1
165,1,[UFT] MyCoffeeSoft,46,D,C++11,D.cpp,judged,guilherme (1),YES,1
166,1,[FEI] Ramadores,47,D,C++,D.cpp,judged,claudio (1),NO - Wrong answer,0
167,1,[INATEL] stormtroop3rs,49,D,C++,D.cpp,judged,guilherme (1),NO - Wrong answer,0
168,1,[CAFE2] Cafe com Leite 2,49,D,C++,D.cpp,judged,guilherme (1),YES,1
169,1,[UFRN] Absurdo Classico: Missao Final,49,H,C,H.cpp,judged,renato (1),NO - Compilation error,0
170,1,[UNICAMP] BibleThump,49,B,C++,B.cpp,judged,renato (1),NO - Wrong answer,0
171,1,[UFU] Saideira,49,D,C++,D.cpp,judged,renato (1),NO - Wrong answer,0
172,1,[UFRN] Absurdo Classico: Missao Final,49,H,C++,H.cpp,judged,renato (1),NO - Wrong answer,0
173,1,[CAFE3] Cafe com Leite 3,50,D,C++11,d.cc,judged,renato (1),YES,1
174,1,[UFPEL] Suco de Laranja,50,D,C++,D.cpp,judged,renato (1),YES,1
175,1,[UNIVASF] BruteForceOrientedProgramming,51,D,C++,D.cpp,judged,claudio (1),YES,1
176,1,[UFPE] Turing-indecisos,51,D,C++,d.cpp,judged,claudio (1),YES,1
177,1,"[UFCG] Pera, ja ta valendo?",51,A,C++,A.cpp,judged,claudio (1),NO - Wrong answer,0
178,1,[UFRJ] /\\\\ nerds - \\\\/ noobs,51,A,C++11,A.cpp,judged,guilherme (1),NO - Wrong answer,0
179,1,[UFSCar] AteAmanha,51,D,C++,D.cpp,judged,guilherme (1),NO - Wrong answer,0
180,1,[FATECSJC] PAITOM,51,D,C++,d.cpp,judged,claudio (1),YES,1
181,1,[UFMG] UFMG Starters Edition,52,D,C++,d.cpp,judged,renato (1),YES,1
182,1,[IFNMG] IFNMG House of Codes,53,D,C++,D.cpp,judged,guilherme (1),NO - Runtime error,0
183,1,[UFAL] Moriartys,53,F,C++11,F.cpp,judged,renato (1),NO - Wrong answer,0
184,1,[UNIBALSAS] We are Exceptions,54,D,Java,D.java,judged,guilherme (1),NO - Wrong answer,0
185,1,[UFV] empedernidos,54,A,C++,a.cpp,judged,guilherme (1),YES,1
186,1,[UFSCar - Sorocaba] Dinossauro do Chrome,54,D,C++,D.cpp,judged,guilherme (1),YES,1
187,1,[UFAM] UFAM-ICOMP-PowerPink,54,D,C,d.c,judged,guilherme (1),NO - Wrong answer,0
188,1,[UFRJ] /\\\\ nerds - \\\\/ noobs,55,A,C++11,A.cpp,judged,guilherme (1),NO - Wrong answer,0
189,1,[USP - Sao Carlos] Bob,55,H,C++11,h.cpp,judged,guilherme (1),NO - Wrong answer,0
190,1,[UNIBALSAS] We are Exceptions,55,D,Java,D.java,judged,guilherme (1),YES,1
191,1,[UNICAMP] Gotta Catch 'em All!,55,A,C++,a.cpp,judged,bruno (1),YES,1
192,1,[UFPE] Ballions,57,G,C++,G.cpp,judged,renato (1),NO - Wrong answer,0
193,1,[IFPB - Joao Pessoa] CID-10,57,D,C++,D.cpp,judged,guilherme (1),NO - Wrong answer,0
194,1,[UNOESC - Chapeco] A_Se_Fosse_Delphi,57,D,C++,D.cpp,judged,claudio (1),YES,1
195,1,[ITA] batata,57,D,C++,d.cpp,judged,guilherme (1),YES,1
196,1,[UFSCar] AteAmanha,58,D,C++,D.cpp,judged,guilherme (1),YES,1
197,1,[IFNMG] IFNMG House of Codes,58,D,C++,D.cpp,judged,guilherme (1),YES,1
198,1,[UFMG] UFMG Starters Edition,58,H,C++,h.cpp,judged,renato (1),NO - Wrong answer,0
199,1,Cafe com leite 1,59,E,C++11,E.cpp,judged,renato (1),YES,1
200,1,[UFPE] Turing-indecisos,59,A,C++,a.cpp,judged,guilherme (1),YES,1
201,1,[UFU] Saideira,60,D,C++,D.cpp,judged,guilherme (1),NO - Wrong answer,0
202,1,[INATEL] stormtroop3rs,61,D,C++,D.cpp,judged,guilherme (1),NO - Runtime error,0
203,1,[UNOESTE] BatUnoeste,62,D,C++11,solve.cpp,judged,guilherme (1),NO - Wrong answer,0
204,1,[UFMG] UFMG Starters Edition,62,G,C++11,g.cpp,judged,guilherme (1),NO - Wrong answer,0
205,1,[UNICAMP] BibleThump,62,B,C++,B.cpp,judged,claudio (1),YES,1
206,1,[UEFS] go horse,62,D,C++,D.cpp,judged,guilherme (1),NO - Wrong answer,0
207,1,[UFES] Taiti,62,D,C++11,D.cpp,judged,guilherme (1),NO - Wrong answer,0
208,1,[UFAM] UFAM-ICOMP-PowerPink,63,D,C,d.c,judged,claudio (1),NO - Wrong answer,0
209,1,[UFPE] Turing-indecisos,63,H,C++,h.cpp,judged,claudio (1),YES,1
210,1,[CAFE2] Cafe com Leite 2,63,A,C++,A.cpp,judged,guilherme (1),YES,1
211,1,[UFPE] Ballions,63,G,C++,G.cpp,judged,claudio (1),NO - Wrong answer,0
212,1,[UFRN] Absurdo Classico: Missao Final,63,H,C++,H.cpp,judged,claudio (1),NO - Wrong answer,0
213,1,[UFC] Java de C# e R,63,D,C++,D.cpp,judged,guilherme (1),NO - Wrong answer,0
214,1,[UFU] Saideira,64,A,C++,A.cpp,judged,guilherme (1),YES,1
215,1,[UEA] UEA_Coders,64,D,C++,d.cpp,judged,renato (1),YES,1
216,1,[USP - Sao Carlos] Bob,64,H,C++11,h.cpp,judged,guilherme (1),NO - Wrong answer,0
217,1,[IFPB - Joao Pessoa] CID-10,65,D,C++,D.cpp,judged,guilherme (1),YES,1
218,1,[UFG] 11 baloes e 3 segredos,65,D,C++11,pd.cpp,judged,claudio (1),YES,1
219,1,[UFU] Saideira,65,D,C++,D.cpp,judged,renato (1),YES,1
220,1,[USP] Sua Mae,65,E,C++11,E.cpp,judged,claudio (1),YES,1
221,1,[UFRN] Absurdo Classico: Missao Final,66,A,C++,A.cpp,judged,guilherme (1),YES,1
222,1,[UEFS] go horse,66,D,C++,D.cpp,judged,guilherme (1),YES,1
223,1,[UFAM] UFAM-ICOMP-PowerPink,66,D,C,d.c,judged,renato (1),YES,1
224,1,[UFC] Java de C# e R,67,D,C++,D.cpp,judged,claudio (1),NO - Wrong answer,0
225,1,[UNOESTE] BatUnoeste,67,D,C++11,solve.cpp,judged,guilherme (1),YES,1
226,1,[UECE] Tha Ali Jom,68,A,C++,A.cpp,judged,guilherme (1),YES,1
227,1,[UFPB] Cyberia,69,D,C++,D.cpp,judged,renato (1),NO - Wrong answer,0
228,1,[UFCG] Abella e as feras,69,D,C++,D.cpp,judged,bruno (1),NO - Wrong answer,0
229,1,[UFC] Java de C# e R,70,D,C++,D.cpp,judged,guilherme (1),NO - Compilation error,0
230,1,"[UFCG] Pera, ja ta valendo?",70,A,C++,A.cpp,judged,renato (1),YES,1
231,1,[UFPA] Cvaicomnois,71,D,C++,d.cpp,judged,renato (1),NO - Wrong answer,0
232,1,[UFPI] Rat Doto,71,E,C++,E.cpp,judged,vinicius (1),NO - Wrong answer,0
233,1,[UFC] Java de C# e R,72,D,C++,D.cpp,judged,vinicius (1),YES,1
234,1,[INATEL] stormtroop3rs,73,D,C++,D.cpp,judged,claudio (1),YES,1
235,1,[UFCG] Abella e as feras,74,K,C++,K.cpp,judged,renato (1),YES,1
236,1,[UFV] empedernidos,75,B,C++,b.cpp,judged,vinicius (1),NO - Time limit exceeded,0
237,1,[UFRJ] /\\\\ nerds - \\\\/ noobs,75,A,C++11,A.cpp,judged,vinicius (1),YES,1
238,1,[UFCG] Abella e as feras,76,D,C++,D.cpp,judged,vinicius (1),YES,1
239,1,[UFPI] Rat Doto,76,E,C++,E.cpp,judged,vinicius (1),NO - Wrong answer,0
240,1,[UFBA] ROBERIO E SEUS TECLADOS,76,A,C++11,A.cpp,judged,vinicius (1),YES,1
241,1,[UFMS - Ponta Pora] PizzaHunters,76,D,C++,D.cpp,judged,bruno (1),NO - Wrong answer,0
242,1,[UFPI] Rat Doto,80,E,C++,E.cpp,judged,guilherme (1),NO - Wrong answer,0
243,1,[UFAL] Moriartys,80,F,C++11,F.cpp,judged,guilherme (1),NO - Wrong answer,0
244,1,[USP] Sua Mae,80,H,C++11,H.cpp,judged,guilherme (1),NO - Wrong answer,0
245,1,[UNICAMP] BibleThump,80,A,C++,A.cpp,judged,guilherme (1),NO - Wrong answer,0
246,1,[UFV] empedernidos,80,B,C++,b.cpp,judged,guilherme (1),NO - Time limit exceeded,0
247,1,[UFPB] Cyberia,83,H,C++,H.cpp,judged,vinicius (1),NO - Wrong answer,0
248,1,[USP - Sao Carlos] Bob,83,A,C++11,a.cpp,judged,guilherme (1),NO - Wrong answer,0
249,1,[FAJ] #gcc2015,84,D,C++,d.cpp,judged,guilherme (1),NO - Wrong answer,0
250,1,[UNIFEI - Itajuba] Epic Sax Guys,84,E,C++,E.cpp,judged,guilherme (1),YES,1
251,1,Cafe com leite 1,84,H,C++,H.cpp,judged,renato (1),NO - Wrong answer,0
252,1,Cafe com leite 1,87,B,C++11,B.cpp,judged,guilherme (1),YES,1
253,1,[UFPEL] Suco de Laranja,87,H,C++,H.cpp,judged,renato (1),NO - Wrong answer,0
254,1,[ITA] Pgrnsue,87,A,C++,a.cpp,judged,renato (1),YES,1
255,1,[UFPB] Cyberia,88,D,C++,D.cpp,judged,guilherme (1),NO - Wrong answer,0
256,1,[UFMS - Ponta Pora] PizzaHunters,88,D,C++,D.cpp,judged,guilherme (1),NO - Wrong answer,0
257,1,[USP - Sao Carlos] Bob,89,H,C++11,h.cpp,judged,guilherme (1),YES,1
258,1,[UFCG] Abella e as feras,90,H,C++,H.cpp,judged,guilherme (1),YES,1
259,1,[UFPE] Ballions,90,B,C++,B.cpp,judged,claudio (1),NO - Wrong answer,0
260,1,[UFMG] UFMG Starters Edition,90,A,C++,a.cpp,judged,guilherme (1),NO - Wrong answer,0
261,1,Cafe com leite 1,90,K,C++11,K.cpp,judged,claudio (1),YES,1
262,1,[UFBA] ROBERIO E SEUS TECLADOS,90,H,C++11,H.cpp,judged,claudio (1),NO - Wrong answer,0
263,1,[USP - Sao Carlos] Bob,91,A,C++11,a.cpp,judged,claudio (1),YES,1
264,1,[UFG] 11 baloes e 3 segredos,91,A,C++,a.cpp,judged,vinicius (1),YES,1
265,1,[FEI] Ramadores,91,F,C++,F.cpp,judged,claudio (1),NO - Wrong answer,0
266,1,[UFES] Taiti,91,D,C++11,D.cpp,judged,claudio (1),YES,1
267,1,[UFU] Saideira,92,H,C++,aux.cpp,judged,vinicius (1),NO - Wrong answer,0
268,1,[UERN] double damage,92,D,C++,D.cpp,judged,vinicius (1),NO - Wrong answer,0
269,1,[USP] Sua Mae,92,H,C++11,H.cpp,judged,guilherme (1),NO - Wrong answer,0
270,1,[FAJ] #gcc2015,94,D,C++,d.cpp,judged,guilherme (1),YES,1
271,1,[UNICAMP] BibleThump,96,E,C++,E.cpp,judged,guilherme (1),YES,1
272,1,Cafe com leite 1,97,H,C++,H.cpp,judged,guilherme (1),NO - Wrong answer,0
273,1,[UFCG] Abella e as feras,98,A,C++,A.cpp,judged,guilherme (1),NO - Wrong answer,0
274,1,[ITA] batata,98,A,C++,a.cpp,judged,guilherme (1),NO - Wrong answer,0
275,1,[UNIOESTE - Cascavel] Ops! Solucao Trivial,98,A,C++,A.cpp,judged,guilherme (1),YES,1
276,1,[UFRN] Absurdo Classico: Missao Final,99,E,C++,E.cpp,judged,claudio (1),NO - Wrong answer,0
277,1,[UFPE] Turing-indecisos,100,C,C++,c.cpp,judged,renato (1),YES,1
278,1,[UNIFEI - Itajuba] Epic Sax Guys,100,B,C++,B.cpp,judged,renato (1),NO - Wrong answer,0
279,1,[UNICAMP] BibleThump,100,A,C++,A.cpp,judged,guilherme (1),YES,1
280,1,[IFTM - Paracatu] Zeppelin,101,D,C++,D.cpp,judged,guilherme (1),NO - Wrong answer,0
281,1,[FEI] Ramadores,101,F,C++,F.cpp,judged,vinicius (1),NO - Wrong answer,0
