#,Site,User,Time,Problem,Language,Filename,Status,Judge (Site),Answer,AnswerBin
83,1,Extreme team,9,A,Java,A.java,judged,judge2 (1),YES,1
84,1,Ta Errado,9,A,C++,A.cpp,judged,judge2 (1),YES,1
85,1,UEA_Coders,9,A,C,a.c,judged,judge1 (1),NO - Wrong answer,0
86,1,The balloon is a lie,9,A,C,a.cpp,judged,judge5 (1),NO - Compilation error,0
87,1,POLO,10,A,C++,A.cpp,judged,judge2 (1),YES,1
88,1,Spyware,10,A,Java,A.java,judged,judge3 (1),YES,1
89,1,Code Fu Pandas,10,A,C++,a.cpp,judged,judge5 (1),YES,1
90,1,The balloon is a lie,10,A,C++,a.cpp,judged,judge5 (1),YES,1
91,1,Rua do sabao,10,C,C++,c.cpp,judged,judge3 (1),YES,1
92,1,AbsurdoLimitExceeded,10,A,C++,A.cpp,judged,judge3 (1),YES,1
93,1,I am Root,11,H,C++,h.cpp,judged,judge2 (1),YES,1
94,1,Guns N' Codes,11,C,C++,C.cpp,judged,judge3 (1),NO - Wrong answer,0
95,1,Mayllon Veras,11,A,C,A.c,judged,judge3 (1),YES,1
96,1,Bits Pantaneiro,12,A,C,A.c,judged,judge2 (1),YES,1
97,1,Trio de 11,12,A,C++,A.cpp,judged,judge2 (1),YES,1
98,1,UEA_Coders,14,A,C,a.c,judged,judge1 (1),YES,1
99,1,Bread For (re)Search,15,H,C++,h.cpp,judged,judge5 (1),YES,1
100,1,Cachorrada do Fundao,16,C,C++,C.cpp,judged,judge3 (1),YES,1
101,1,MARRAPA,17,A,C,A.c,judged,judge3 (1),NO - Runtime error,0
102,1,Guns N' Codes,17,C,C++,C.cpp,judged,judge3 (1),YES,1
103,1,Haus of Code,17,A,C,A.C,judged,judge3 (1),YES,1
104,1,I am Root,19,C,C++,c.cpp,judged,judge2 (1),YES,1
105,1,Alwaysgood's team,20,C,C++,C.cpp,judged,judge3 (1),YES,1
106,1,Zeppelin,21,H,C,H.c,judged,judge5 (1),NO - Wrong answer,0
107,1,Manoel borboleta e miguxos,21,H,C++,h.cpp,judged,judge5 (1),NO - Wrong answer,0
108,1,Compilation Error,21,H,C++,h.cpp,judged,judge5 (1),YES,1
109,1,Ex nihilo,21,A,C,A.c,judged,judge5 (1),YES,1
110,1,Paitheus quer ir embora,22,I,C++,I.cpp,judged,judge5 (1),YES,1
111,1,Arquiduque Andorinha,22,C,C++,C.cpp,judged,judge2 (1),YES,1
112,1,bytemen,22,H,Java,H.java,judged,judge2 (1),NO - Wrong answer,0
113,1,zuera++,23,C,C++,C.cpp,judged,judge5 (1),YES,1
114,1,Code Fu Pandas,24,H,C++,h.cpp,judged,judge5 (1),YES,1
115,1,Literally Tourists,24,C,C++,c.cpp,judged,judge5 (1),YES,1
116,1,MARRAPA,24,A,C++,A.cpp,judged,judge5 (1),NO - Wrong answer,0
117,1,Esse,24,A,C++,a.cpp,judged,judge3 (1),YES,1
118,1,Rua do sabao,25,H,C++,h.cpp,judged,judge3 (1),YES,1
119,1,Code Fu Pandas,26,C,C++,C.cpp,judged,judge3 (1),NO - Wrong answer,0
120,1,MARRAPA,26,A,C++,A.cpp,judged,judge3 (1),NO - Wrong answer,0
121,1,Guns N' Codes,27,H,C++,H.cpp,judged,judge5 (1),YES,1
122,1,MARRAPA,28,A,C++,A.cpp,judged,judge3 (1),YES,1
123,1,Monkeys,30,H,C++,ph.cpp,judged,judge5 (1),NO - Time limit exceeded,0
124,1,Tuiuiu,30,C,C,C.c,judged,judge5 (1),NO - Time limit exceeded,0
125,1,Euterpe,30,H,C++,h.cpp,judged,judge5 (1),NO - Wrong answer,0
126,1,CPF na nota?,30,C,C++,a.cpp,judged,judge5 (1),YES,1
127,1,bytemen,30,H,Java,H.java,judged,judge5 (1),NO - Wrong answer,0
128,1,Alwaysgood's team,30,H,C++,H.cpp,judged,judge5 (1),YES,1
129,1,Remember us!,30,H,C++,H.cpp,judged,judge5 (1),YES,1
130,1,High Density Matter,31,H,C++,h.cpp,judged,judge3 (1),NO - Wrong answer,0
131,1,Cachorrada do Fundao,31,H,C++,H.cpp,judged,judge5 (1),YES,1
132,1,Arquiduque Andorinha,32,H,C++,H.cpp,judged,judge5 (1),YES,1
133,1,I am Root,32,I,C++,i.cpp,judged,judge5 (1),YES,1
134,1,The Morgans,32,H,C++,H.cpp,judged,judge5 (1),YES,1
135,1,AbsurdoLimitExceeded,33,C,C++,C.cpp,judged,judge3 (1),NO - Wrong answer,0
136,1,Gargamel's Team,33,H,C++,h.cpp,judged,judge3 (1),YES,1
137,1,Don't Care,33,H,C++,H.cpp,judged,judge5 (1),YES,1
138,1,"Why Mr. Anderson, why?",33,C,C++,C.cpp,judged,judge3 (1),YES,1
139,1,NULL_,33,H,C++,H.cpp,judged,judge3 (1),NO - Wrong answer,0
140,1,Compilation Error,34,C,C++,c.cpp,judged,judge3 (1),YES,1
141,1,Code Fu Pandas,34,C,C++,C.cpp,judged,judge3 (1),YES,1
142,1,Manoel borboleta e miguxos,35,H,C++,h.cpp,judged,judge3 (1),YES,1
143,1,Euterpe,35,H,C++,h.cpp,judged,judge5 (1),NO - Wrong answer,0
144,1,Haus of Code,36,C,C,C.C,judged,judge5 (1),NO - Time limit exceeded,0
145,1,Remember us!,36,C,C++,C.cpp,judged,judge2 (1),NO - Wrong answer,0
146,1,CPF na nota?,36,H,C++,a.cpp,judged,judge2 (1),YES,1
147,1,Deggub,39,C,C++,C.cpp,judged,judge3 (1),NO - Wrong answer,0
148,1,Literally Tourists,39,H,C++,h.cpp,judged,judge3 (1),NO - Wrong answer,0
149,1,bytemen,41,H,Java,H.java,judged,judge5 (1),NO - Wrong answer,0
150,1,O(log n),43,H,C++,H.cpp,judged,judge1 (1),NO - Wrong answer,0
151,1,Assembly! Rroooaarr,43,H,C++,h.cpp,judged,judge3 (1),YES,1
152,1,Arquiduque Andorinha,43,I,C++,I.cpp,judged,judge5 (1),NO - Wrong answer,0
153,1,High Density Matter,44,C,C++,c.cpp,judged,judge3 (1),NO - Wrong answer,0
154,1,"Why Mr. Anderson, why?",44,H,C++,H.cpp,judged,judge3 (1),YES,1
155,1,Epic Sax Guys,44,C,C++,C.cpp,judged,judge5 (1),YES,1
156,1,Code Fu Pandas,44,I,C++,i.cpp,judged,judge1 (1),NO - Runtime error,0
157,1,#include <beer.h>,44,H,C++,h.cpp,judged,judge5 (1),NO - Wrong answer,0
158,1,"Scooby, Dooby e Doo",44,C,C++,C.cpp,judged,judge5 (1),YES,1
159,1,AbsurdoLimitExceeded,45,C,C++,C2.cpp,judged,judge3 (1),NO - Wrong answer,0
160,1,Guns N' Codes,46,I,C++,I.cpp,judged,judge3 (1),NO - Wrong answer,0
161,1,UFU Fighters,46,H,C++,H.cpp,judged,judge3 (1),NO - Wrong answer,0
162,1,Epic Sax Guys,46,H,C++,H.cpp,judged,judge3 (1),YES,1
163,1,Euterpe,46,H,C++,h.cpp,judged,judge3 (1),NO - Wrong answer,0
164,1,Remember us!,47,C,C++,C.cpp,judged,judge5 (1),NO - Wrong answer,0
165,1,zuera++,47,H,C++,H.cpp,judged,judge5 (1),YES,1
166,1,Chico,47,C,C++,C.cpp,judged,judge5 (1),NO - Wrong answer,0
167,1,Monkeys,47,H,C++,ph.cpp,judged,judge1 (1),NO - Wrong answer,0
168,1,Deggub,47,C,C++,C.cpp,judged,judge5 (1),YES,1
169,1,Alwaysgood's team,48,I,C++,I.cpp,judged,judge5 (1),YES,1
170,1,AbsurdoLimitExceeded,48,C,C++,C2.cpp,judged,judge5 (1),YES,1
171,1,Ex nihilo,50,C,C++,C.cpp,judged,judge5 (1),NO - Time limit exceeded,0
172,1,Code Fu Pandas,50,I,C++,i.cpp,judged,judge3 (1),YES,1
173,1,Extreme team,50,B,Java,B.java,judged,judge3 (1),NO - Wrong answer,0
174,1,Tuiuiu,51,H,C,H.c,judged,judge5 (1),YES,1
175,1,Manoel borboleta e miguxos,51,C,C++,C.cpp,judged,judge5 (1),YES,1
176,1,High Density Matter,51,C,C++,c.cpp,judged,judge5 (1),NO - Time limit exceeded,0
177,1,Haus of Code,51,B,C,b.c,judged,judge5 (1),NO - Wrong answer,0
178,1,um balao ta bao,52,H,C,H.c,judged,judge2 (1),NO - Wrong answer,0
179,1,Segmentation_Fault,53,H,C,H.c,judged,judge2 (1),NO - Wrong answer,0
180,1,Guns N' Codes,53,I,C++,I.cpp,judged,judge2 (1),YES,1
181,1,Rua do sabao,56,I,C++,i.cpp,judged,judge1 (1),YES,1
182,1,High Density Matter,56,H,C++,h.cpp,judged,judge2 (1),NO - Wrong answer,0
183,1,Paitheus quer ir embora,57,H,C++,H.cpp,judged,judge3 (1),YES,1
184,1,I am Root,58,G,C++,g.cpp,judged,judge2 (1),YES,1
185,1,Trio de 11,59,H,C++,H.cpp,judged,judge3 (1),YES,1
186,1,Esse,60,H,C++,h2.cpp,judged,judge1 (1),YES,1
187,1,Bread For (re)Search,60,I,C++,i.cpp,judged,judge1 (1),NO - Runtime error,0
188,1,Chico,60,C,C++,C.cpp,judged,judge3 (1),NO - Time limit exceeded,0
189,1,CPF na nota?,60,I,C++,a.cpp,judged,judge1 (1),YES,1
190,1,To Bit or Not To Bit,63,H,C++,h.cpp,judged,judge1 (1),NO - Wrong answer,0
191,1,Compilation Error,64,B,C++,b.cpp,judged,judge5 (1),YES,1
192,1,Epic Sax Guys,64,I,C++,I.cpp,judged,judge3 (1),NO - Wrong answer,0
193,1,Remember us!,65,C,C++,C.cpp,judged,judge5 (1),NO - Wrong answer,0
194,1,Bread For (re)Search,65,I,C++,i.cpp,judged,judge5 (1),YES,1
195,1,Literally Tourists,65,H,C++,h.cpp,judged,judge1 (1),YES,1
196,1,Mayllon Veras,65,C,Java,C.java,judged,judge5 (1),NO - Runtime error,0
197,1,zuera++,65,I,C++,I.cpp,judged,judge3 (1),YES,1
198,1,Deggub,65,H,C++,h.cpp,judged,judge5 (1),YES,1
199,1,AbsurdoLimitExceeded,66,H,C++,H.cpp,judged,judge3 (1),NO - Wrong answer,0
200,1,To Bit or Not To Bit,67,H,C++,h.cpp,judged,judge1 (1),NO - Wrong answer,0
201,1,Monkeys,68,H,C++,ph1.cpp,judged,judge3 (1),YES,1
202,1,I am Root,68,B,C++,b.cpp,judged,judge5 (1),YES,1
203,1,um balao ta bao,69,H,C,H.c,judged,judge5 (1),NO - Wrong answer,0
204,1,NULL_,70,H,C++,H.cpp,judged,judge5 (1),NO - Wrong answer,0
205,1,#include <beer.h>,70,H,C++,h.cpp,judged,judge5 (1),YES,1
206,1,AbsurdoLimitExceeded,70,H,C++,H.cpp,judged,judge3 (1),NO - Wrong answer,0
207,1,POLO,71,B,C++,B.cpp,judged,judge5 (1),NO - Wrong answer,0
208,1,Bits Pantaneiro,72,H,C,H.c,judged,judge5 (1),YES,1
209,1,"Why Mr. Anderson, why?",72,I,C++,I.cpp,judged,judge5 (1),YES,1
210,1,Extreme team,73,H,Java,H.java,judged,judge5 (1),YES,1
211,1,Epic Sax Guys,73,I,C++,I.cpp,judged,judge5 (1),YES,1
212,1,Cachorrada do Fundao,74,I,C++,I.cpp,judged,judge5 (1),NO - Wrong answer,0
213,1,Manoel borboleta e miguxos,74,G,C++,g.cpp,judged,judge5 (1),YES,1
214,1,Mayllon Veras,74,C,Java,C.java,judged,judge5 (1),NO - Time limit exceeded,0
215,1,Code Fu Pandas,75,G,C++,g.cpp,judged,judge5 (1),NO - Wrong answer,0
216,1,Arquiduque Andorinha,76,I,C++,I.cpp,judged,judge5 (1),YES,1
217,1,Sao Judas 7,76,A,C,A.c,judged,judge5 (1),YES,1
218,1,Paitheus quer ir embora,76,C,C++,C.cpp,judged,judge5 (1),YES,1
219,1,Remember us!,77,C,C++,C.cpp,judged,judge5 (1),NO - Wrong answer,0
220,1,AbsurdoLimitExceeded,78,H,C++,H.cpp,judged,judge3 (1),YES,1
221,1,Euterpe,78,H,C++,h.cpp,judged,judge5 (1),NO - Wrong answer,0
222,1,Don't care,78,H,C++,H.cpp,judged,judge5 (1),YES,1
223,1,Bateu Ai?,79,C,C++,C.cpp,judged,judge5 (1),NO - Time limit exceeded,0
224,1,Code Fu Pandas,79,G,C++,g.cpp,judged,judge3 (1),NO - Wrong answer,0
225,1,Literally Tourists,80,I,C++,i.cpp,judged,judge5 (1),YES,1
226,1,Lone Wolves,80,H,C++,H.cpp,judged,judge5 (1),NO - Time limit exceeded,0
227,1,MARRAPA,81,C,C++,C.cpp,judged,judge3 (1),NO - Time limit exceeded,0
228,1,UEA_Coders,81,H,C,h.c,judged,judge5 (1),YES,1
229,1,Spyware,82,C,Java,C.java,judged,judge5 (1),NO - Runtime error,0
230,1,Code Fu Pandas,83,G,C++,g.cpp,judged,judge5 (1),YES,1
231,1,Remember us!,84,C,C++,C.cpp,judged,judge1 (1),YES,1
232,1,To Bit or Not To Bit,84,H,C++,h.cpp,judged,judge1 (1),NO - Wrong answer,0
233,1,Zeppelin,87,C,C,C.c,judged,judge5 (1),NO - Wrong answer,0
234,1,Chico,87,C,C++,C.cpp,judged,judge5 (1),NO - Time limit exceeded,0
235,1,Ops! Solucao Trivial,88,B,C,B.c,judged,judge5 (1),NO - Wrong answer,0
236,1,Guns N' Codes,88,G,C++,G.cpp,judged,judge5 (1),YES,1
237,1,Manoel borboleta e miguxos,90,B,C++,B.cpp,judged,judge1 (1),YES,1
238,1,I am Root,91,F,C++,f.cpp,judged,judge1 (1),YES,1
239,1,Zeppelin,92,C,C,C.c,judged,judge3 (1),NO - Wrong answer,0
240,1,The Morgans,92,C,C++,C.cpp,judged,judge5 (1),NO - Runtime error,0
241,1,Cachorrada do Fundao,93,G,C++,G.cpp,judged,judge5 (1),NO - Wrong answer,0
242,1,Monkeys,93,C,C++,pc.cpp,judged,judge5 (1),NO - Time limit exceeded,0
243,1,Lone Wolves,94,I,C++,I.cpp,judged,judge3 (1),NO - Wrong answer,0
244,1,MARRAPA,94,C,C++,C.cpp,judged,judge5 (1),NO - Time limit exceeded,0
245,1,CPF na nota?,95,B,C++,a.cpp,judged,judge3 (1),YES,1
246,1,NULL_,95,H,C++,H.cpp,judged,judge1 (1),NO - Wrong answer,0
247,1,Code Fu Pandas,96,B,C++,b.cpp,judged,judge1 (1),NO - Wrong answer,0
248,1,The Morgans,96,C,C++,C.cpp,judged,judge3 (1),YES,1
249,1,O(log n),98,C,C++,C.cpp,judged,judge1 (1),NO - Time limit exceeded,0
250,1,Monkeys,98,C,C++,pc.cpp,judged,judge3 (1),YES,1
251,1,Ta Errado,98,H,C++,H.cpp,judged,judge1 (1),NO - Wrong answer,0
252,1,Cachorrada do Fundao,100,G,C++,G.cpp,judged,judge5 (1),NO - Wrong answer,0
253,1,Bateu Ai?,101,C,C++,C.cpp,judged,judge5 (1),YES,1
254,1,"Scooby, Dooby e Doo",102,I,C++,I.cpp,judged,judge5 (1),YES,1
255,1,Ex nihilo,102,C,C++,C.cpp,judged,judge5 (1),NO - Time limit exceeded,0
256,1,Extreme team,102,I,Java,I.java,judged,judge5 (1),NO - Time limit exceeded,0
257,1,AbsurdoLimitExceeded,103,I,C++,I.cpp,judged,judge5 (1),YES,1
258,1,Gargamel's Team,103,I,C++,i.cpp,judged,judge5 (1),YES,1
259,1,TLE,103,H,C++,H.cpp,judged,judge5 (1),NO - Wrong answer,0
260,1,Rua do sabao,104,G,C++,g.cpp,judged,judge5 (1),YES,1
261,1,The balloon is a lie,104,H,C++,h2.cpp,judged,judge1 (1),YES,1
262,1,Cachorrada do Fundao,105,G,C++,G.cpp,judged,judge5 (1),YES,1
263,1,Arquiduque Andorinha,107,B,C++,B.cpp,judged,judge3 (1),NO - Wrong answer,0
264,1,UFU Fighters,108,H,C++,H.cpp,judged,judge5 (1),NO - Wrong answer,0
265,1,Sao Judas 7,108,H,C,H.c,judged,judge3 (1),NO - Wrong answer,0
266,1,Remember us!,109,I,C++,I.cpp,judged,judge3 (1),YES,1
267,1,Code Fu Pandas,110,B,C++,b.cpp,judged,judge5 (1),YES,1
268,1,Compilation Error,110,I,C++,i.cpp,judged,judge1 (1),NO - Wrong answer,0
269,1,"Scooby, Dooby e Doo",113,H,C++,H.cpp,judged,judge3 (1),YES,1
270,1,CPF na nota?,113,G,C++,a.cpp,judged,judge3 (1),YES,1
271,1,High Density Matter,114,C,C++,c.cpp,judged,judge3 (1),NO - Wrong answer,0
272,1,Segmentation_Fault,115,H,C++,H.cpp,judged,judge3 (1),NO - Wrong answer,0
273,1,TLE,115,H,C++,H.cpp,judged,judge3 (1),NO - Wrong answer,0
274,1,Spyware,116,K,Java,K.java,judged,judge5 (1),NO - Wrong answer,0
275,1,Guns N' Codes,116,B,C++,B.cpp,judged,judge3 (1),YES,1
276,1,Deggub,116,I,C++,i.cpp,judged,judge5 (1),NO - Presentation error,0
277,1,Gargamel's Team,116,C,C++,c.cc,judged,judge3 (1),YES,1
278,1,Deggub,117,I,C++,i.cpp,judged,judge3 (1),YES,1
279,1,Literally Tourists,118,G,C++,g.cpp,judged,judge3 (1),NO - Time limit exceeded,0
280,1,Zeppelin,118,C,C,C.c,judged,judge1 (1),NO - Time limit exceeded,0
281,1,Bread For (re)Search,119,C,C++,c.cpp,judged,judge3 (1),NO - Wrong answer,0
282,1,High Density Matter,119,C,C,c.cpp,judged,judge3 (1),NO - Compilation error,0
283,1,High Density Matter,120,C,C++,c.cpp,judged,judge2 (1),NO - Time limit exceeded,0
284,1,Lone Wolves,120,B,C++,B.cpp,judged,judge2 (1),YES,1
285,1,Ex nihilo,120,C,C++,C.cpp,judged,judge2 (1),NO - Time limit exceeded,0
286,1,"Why Mr. Anderson, why?",121,G,C++,G.cpp,judged,judge2 (1),YES,1
287,1,#include <gambiarra.h>,121,C,C++,C.cpp,judged,judge2 (1),NO - Wrong answer,0
288,1,POLO,122,H,C++,H.cpp,judged,judge3 (1),NO - Wrong answer,0
289,1,Cachorrada do Fundao,122,I,C++,I.cpp,judged,judge1 (1),YES,1
290,1,Alwaysgood's team,123,B,C++,B.cpp,judged,judge1 (1),NO - Wrong answer,0
291,1,Manoel borboleta e miguxos,123,I,C++,I.cpp,judged,judge1 (1),YES,1
292,1,#include <gambiarra.h>,123,C,C++,C.cpp,judged,judge3 (1),NO - Wrong answer,0
293,1,Zeppelin,125,C,C,C.c,judged,judge3 (1),NO - Time limit exceeded,0
294,1,Bits Pantaneiro,125,C,C,C.c,judged,judge1 (1),NO - Runtime error,0
295,1,NULL_,126,C,C++,C.cpp,judged,judge1 (1),NO - Time limit exceeded,0
296,1,#include <gambiarra.h>,126,C,C++,C.cpp,judged,judge2 (1),YES,1
297,1,Sao Judas 7,127,C,C,C.c,judged,judge1 (1),NO - Wrong answer,0
298,1,Compilation Error,128,G,C++,g.cpp,judged,judge2 (1),NO - Wrong answer,0
299,1,UFU Fighters,128,H,C++,H.cpp,judged,judge2 (1),YES,1
300,1,Literally Tourists,130,G,C++,g.cpp,judged,judge3 (1),YES,1
301,1,Alwaysgood's team,130,B,C++,B.cpp,judged,judge3 (1),YES,1
302,1,Zeppelin,130,C,C,C.c,judged,judge3 (1),NO - Time limit exceeded,0
303,1,UFU Fighters,131,C,C++,C.cpp,judged,judge3 (1),NO - Wrong answer,0
304,1,Rua do sabao,131,B,C++,b.cpp,judged,judge1 (1),NO - Wrong answer,0
305,1,Haus of Code,134,H,C,h.c,judged,judge1 (1),NO - Wrong answer,0
306,1,Bits Pantaneiro,135,C,C,C.c,judged,judge1 (1),NO - Runtime error,0
307,1,Assembly! Rroooaarr,135,I,C++,i.cpp,judged,judge1 (1),YES,1
308,1,Compilation Error,136,G,C++,g.cpp,judged,judge1 (1),NO - Wrong answer,0
309,1,Arquiduque Andorinha,137,B,C++,B.cpp,judged,judge5 (1),YES,1
310,1,POLO,137,H,C++,H.cpp,judged,judge2 (1),YES,1
311,1,O(log n),137,C,C++,C.cpp,judged,judge5 (1),NO - Time limit exceeded,0
312,1,High Density Matter,138,C,C++,c.cpp,judged,judge1 (1),YES,1
313,1,Bateu Ai?,139,H,C++,H.cpp,judged,judge3 (1),NO - Wrong answer,0
314,1,Haus of Code,139,H,C,h.c,judged,judge3 (1),NO - Wrong answer,0
315,1,Bits Pantaneiro,139,C,C,C.c,judged,judge5 (1),NO - Runtime error,0
316,1,Segmentation_Fault,139,H,C++,H.cpp,judged,judge5 (1),NO - Wrong answer,0
317,1,I am Root,139,E,C++,e.cpp,judged,judge5 (1),YES,1
318,1,Deggub,140,G,C++,g.cpp,judged,judge3 (1),NO - Wrong answer,0
319,1,Paitheus quer ir embora,140,B,C++,B2.cpp,judged,judge3 (1),NO - Wrong answer,0
320,1,Bits Pantaneiro,141,C,C,C.c,judged,judge2 (1),NO - Runtime error,0
321,1,Ex nihilo,141,I,C++,I.cpp,judged,judge2 (1),NO - Wrong answer,0
